location,continent,epoch,lon,lat,image_id,captured_at,is_pano,width,height,n_detections,n_classes,n_surface,n_marking,n_object,n_traffic_sign,n_other,has_surface,detections_created_min,detections_created_max,decode_failures,sky_above_road,top_classes,error
San Francisco,North America,2026,-122.4194,37.7749,1519408146888377,2026-09-06,False,,,253,12,252,0,1,0,0,True,2026-09-06,2026-09-06,0,True,construction--flat--road;void--unlabeled;construction--flat--sidewalk;nature--snow;void--ground;nature--water;void--static;construction--flat--pedestrian-area,
San Francisco,North America,2026,-122.4194,37.7749,1721719102215642,2026-09-05,False,,,243,13,241,0,2,0,0,True,2026-09-06,2026-09-06,0,True,construction--flat--road;void--unlabeled;construction--flat--sidewalk;nature--snow;void--ground;void--static;nature--water;construction--flat--pedestrian-area,
New York,North America,2014-2015,-73.9857,40.7484,471626654088649,2015-06-08,False,,,249,18,210,0,39,0,0,True,2021-05-22,2023-10-20,0,True,void--unlabeled;construction--structure--building;nature--vegetation;human--person--individual;object--street-light;void--static;object--support--pole;void--dynamic,
New York,North America,2014-2015,-73.9857,40.7484,497786174911175,2015-06-08,False,,,647,30,590,1,56,0,0,True,2021-05-22,2023-10-20,0,True,void--unlabeled;void--static;construction--structure--building;construction--flat--road;construction--barrier--fence;construction--flat--sidewalk;nature--vegetation;object--support--pole,
New York,North America,2014-2015,-73.9857,40.7484,1205217529905311,2014-08-09,False,,,135,12,123,0,12,0,0,True,2023-10-19,2023-10-19,0,True,void--unlabeled;construction--structure--building;void--dynamic;construction--flat--road;construction--flat--sidewalk;void--ego-vehicle;human--person--individual;nature--sky,
New York,North America,2016-2017,-73.9857,40.7484,673010904001614,2016-01-22,False,,,436,25,351,1,82,2,0,True,2022-05-10,2022-05-10,0,True,void--unlabeled;construction--structure--building;object--support--pole;void--static;object--vehicle--car;void--dynamic;construction--flat--sidewalk;object--sign--advertisement,
New York,North America,2016-2017,-73.9857,40.7484,938811470206261,2016-08-26,False,,,180,19,141,1,38,0,0,True,2023-10-18,2023-10-18,0,True,void--unlabeled;construction--structure--building;nature--vegetation;object--vehicle--car;human--person--individual;construction--flat--road;object--traffic-sign--front;object--support--pole,
New York,North America,2016-2017,-73.9857,40.7484,546778950344409,2016-01-08,False,,,349,22,290,4,55,0,0,True,2022-05-09,2022-05-09,0,True,void--unlabeled;void--dynamic;construction--flat--sidewalk;construction--flat--road;construction--structure--building;human--person--individual;construction--barrier--curb;object--support--pole,
New York,North America,2018,-73.9857,40.7484,3400138916755774,2018-10-07,False,,,239,24,200,8,31,0,0,True,2023-10-19,2023-10-19,0,True,void--unlabeled;construction--structure--building;nature--vegetation;construction--flat--road;object--vehicle--car;object--support--pole;void--dynamic;construction--structure--bridge,
New York,North America,2018,-73.9857,40.7484,4040333176026429,2018-07-26,False,,,192,19,187,1,4,0,0,True,2023-10-21,2023-10-21,0,True,void--unlabeled;construction--structure--building;construction--structure--tunnel;construction--barrier--wall;nature--sky;nature--vegetation;construction--barrier--guard-rail;construction--flat--road,
New York,North America,2018,-73.9857,40.7484,848467602694642,2018-10-07,False,,,441,25,344,24,71,2,0,True,2023-10-19,2023-10-19,0,True,void--unlabeled;construction--structure--building;marking--continuous--solid;object--support--pole;human--person--individual;construction--flat--road;nature--vegetation;object--vehicle--car,
New York,North America,2019,-73.9857,40.7484,483989152652812,2019-12-22,False,,,673,41,530,30,113,0,0,True,2021-05-22,2023-10-18,0,True,void--unlabeled;construction--structure--building;construction--flat--road;void--static;nature--vegetation;construction--barrier--curb;construction--flat--sidewalk;object--support--pole,
New York,North America,2019,-73.9857,40.7484,930707324410593,2019-12-22,False,,,630,40,487,17,121,5,0,True,2021-05-22,2023-10-18,0,True,void--unlabeled;construction--structure--building;construction--flat--sidewalk;construction--flat--road;object--support--pole;object--wire-group;object--sign--store;object--traffic-sign--front,
New York,North America,2019,-73.9857,40.7484,1255528921530549,2019-12-15,False,,,398,29,314,14,69,1,0,True,2021-05-22,2023-10-20,0,True,void--unlabeled;void--static;construction--structure--building;object--support--pole;object--sign--store;construction--flat--sidewalk;object--sign--advertisement;construction--barrier--curb,
New York,North America,2020,-73.9857,40.7484,2973994286209578,2020-05-12,False,,,145,22,97,15,33,0,0,True,2021-05-27,2023-10-20,0,True,void--unlabeled;marking--continuous--solid;construction--structure--building;object--sign--store;construction--flat--road;object--sign--advertisement;object--support--pole;nature--sky,
New York,North America,2020,-73.9857,40.7484,882498722303429,2020-05-12,False,,,630,35,508,14,108,0,0,True,2021-05-27,2023-10-21,0,True,void--unlabeled;object--support--pole;construction--flat--road;construction--flat--sidewalk;construction--structure--building;void--static;construction--barrier--curb;object--street-light,
New York,North America,2020,-73.9857,40.7484,477827136856326,2020-05-12,False,,,420,26,353,3,63,1,0,True,2021-05-27,2023-10-19,0,True,void--unlabeled;void--static;construction--structure--building;construction--flat--sidewalk;construction--barrier--curb;object--support--pole;nature--vegetation;construction--flat--traffic-island,
New York,North America,2021,-73.9857,40.7484,597313901551320,2021-12-09,False,,,686,34,615,10,61,0,0,True,2021-12-21,2021-12-21,0,True,void--unlabeled;void--static;construction--structure--building;construction--flat--road;void--dynamic;construction--flat--sidewalk;construction--barrier--curb;construction--barrier--fence,
New York,North America,2021,-73.9857,40.7484,633465127967402,2021-12-09,False,,,644,29,572,3,69,0,0,True,2021-12-21,2021-12-21,0,True,void--unlabeled;construction--structure--building;void--static;construction--flat--sidewalk;construction--flat--pedestrian-area;void--dynamic;human--person--individual;construction--barrier--fence,
New York,North America,2021,-73.9857,40.7484,743649077037934,2021-12-07,False,,,578,16,511,1,66,0,0,True,2021-12-21,2021-12-21,0,,void--unlabeled;void--static;construction--structure--building;void--dynamic;human--person--individual;construction--flat--pedestrian-area;object--sign--advertisement;object--support--pole,
New York,North America,2022,-73.9857,40.7484,923139231717832,2022-02-23,True,,,441,30,333,52,56,0,0,True,2022-02-25,2022-02-25,0,True,void--unlabeled;marking--continuous--solid;void--static;construction--flat--road;nature--vegetation;construction--flat--sidewalk;human--person--individual;construction--barrier--curb,
New York,North America,2022,-73.9857,40.7484,471146384718844,2022-02-23,True,,,573,28,469,5,99,0,0,True,2022-02-25,2022-02-25,0,True,void--unlabeled;construction--flat--road;construction--flat--sidewalk;construction--structure--building;object--vehicle--car;nature--vegetation;human--person--individual;object--support--pole,
New York,North America,2022,-73.9857,40.7484,695181145067088,2022-02-02,False,,,725,30,619,5,101,0,0,True,2022-05-07,2022-05-07,0,True,void--unlabeled;construction--flat--road;void--static;construction--structure--building;construction--flat--sidewalk;void--dynamic;object--support--pole;construction--flat--pedestrian-area,
New York,North America,2023,-73.9857,40.7484,677718795094292,2023-09-16,True,,,422,22,363,0,59,0,0,True,2025-05-29,2025-05-29,0,True,void--unlabeled;human--person--individual;void--static;construction--flat--sidewalk;construction--structure--building;construction--flat--road;nature--vegetation;void--dynamic,
New York,North America,2023,-73.9857,40.7484,2631757796983451,2023-09-16,False,,,732,35,619,21,92,0,0,True,2023-09-27,2023-09-27,0,True,void--unlabeled;construction--flat--road;void--static;construction--flat--sidewalk;construction--structure--building;construction--flat--bike-lane;human--person--individual;void--dynamic,
New York,North America,2023,-73.9857,40.7484,1832846514231988,2023-09-14,True,,,764,39,657,16,91,0,0,True,2025-05-29,2025-05-29,0,True,void--unlabeled;construction--flat--road;construction--flat--sidewalk;void--static;construction--barrier--curb;void--dynamic;construction--structure--building;human--person--individual,
New York,North America,2024,-73.9857,40.7484,1596480364625520,2024-03-20,False,,,466,21,438,0,28,0,0,True,2024-10-16,2024-10-16,0,True,void--unlabeled;construction--flat--sidewalk;construction--flat--pedestrian-area;void--ground;void--static;construction--barrier--fence;construction--flat--road;human--person--individual,
New York,North America,2024,-73.9857,40.7484,3840295269621755,2024-10-16,False,,,520,30,457,4,59,0,0,True,2024-10-16,2024-10-16,0,True,void--unlabeled;void--dynamic;void--static;construction--flat--road;construction--structure--building;construction--flat--sidewalk;nature--vegetation;human--person--individual,
New York,North America,2024,-73.9857,40.7484,579843431071841,2024-11-07,False,,,145,12,137,0,8,0,0,True,2024-11-08,2024-11-08,0,True,void--unlabeled;construction--barrier--wall;construction--flat--pedestrian-area;construction--flat--sidewalk;nature--vegetation;construction--structure--building;void--dynamic;object--support--pole,
New York,North America,2025,-73.9857,40.7484,1545468619476121,2025-03-04,False,,,356,25,298,26,32,0,0,True,2025-03-05,2025-03-05,0,True,void--unlabeled;construction--structure--building;construction--flat--road;construction--flat--bike-lane;marking--continuous--solid;construction--barrier--wall;nature--vegetation;construction--barrier--fence,
New York,North America,2025,-73.9857,40.7484,1416068766220839,2025-03-04,False,,,188,21,161,0,27,0,0,True,2025-03-05,2025-03-05,0,True,void--unlabeled;void--static;construction--barrier--curb;void--dynamic;construction--flat--road;object--support--pole;object--street-light;construction--barrier--fence,
New York,North America,2025,-73.9857,40.7484,9149784218475691,2025-03-04,False,,,364,21,329,0,35,0,0,True,2025-03-05,2025-03-05,0,True,void--unlabeled;construction--flat--sidewalk;construction--structure--building;nature--vegetation;construction--barrier--wall;construction--barrier--curb;void--static;construction--flat--road,
New York,North America,2026,-73.9857,40.7484,927319873691985,2026-05-17,False,,,385,24,311,19,55,0,0,True,2026-05-17,2026-05-17,0,True,void--unlabeled;construction--structure--building;construction--flat--road;construction--barrier--curb;object--support--pole;marking--continuous--solid;human--person--individual;object--sign--store,
New York,North America,2026,-73.9857,40.7484,1817716815559866,2026-02-09,False,,,387,16,362,0,25,0,0,True,2026-02-15,2026-02-15,0,True,void--unlabeled;construction--flat--road;nature--snow;nature--vegetation;void--static;construction--structure--building;construction--flat--sidewalk;construction--barrier--curb,
New York,North America,2026,-73.9857,40.7484,2480836282344983,2026-02-09,False,,,327,17,289,0,38,0,0,True,2026-02-15,2026-02-15,0,True,void--unlabeled;void--static;construction--flat--sidewalk;object--support--pole;construction--flat--pedestrian-area;construction--structure--building;construction--barrier--fence;nature--vegetation,
Toronto,North America,2014-2015,-79.3832,43.6532,804171070461300,2014-08-24,False,,,337,30,259,22,56,0,0,True,2021-05-22,2024-05-17,0,True,void--unlabeled;construction--structure--building;marking--continuous--dashed;object--wire-group;construction--flat--road;nature--vegetation;construction--flat--sidewalk;nature--sky,
Toronto,North America,2014-2015,-79.3832,43.6532,1098664010629188,2014-07-04,False,,,231,22,193,11,27,0,0,True,2024-05-16,2024-05-16,0,True,void--unlabeled;construction--structure--building;nature--vegetation;marking--continuous--dashed;nature--sky;construction--barrier--curb;construction--flat--road;construction--flat--sidewalk,
Toronto,North America,2014-2015,-79.3832,43.6532,451321489263498,2014-08-04,False,,,378,28,302,2,74,0,0,True,2021-05-22,2024-05-15,0,True,void--unlabeled;construction--structure--building;object--wire-group;nature--sky;construction--flat--road;object--street-light;construction--flat--sidewalk;nature--vegetation,
Toronto,North America,2016-2017,-79.3832,43.6532,213942283510961,2016-08-17,False,,,390,22,298,5,87,0,0,True,2021-05-22,2024-05-17,0,True,void--unlabeled;object--sign--store;construction--structure--building;void--dynamic;object--wire-group;human--person--individual;construction--flat--sidewalk;construction--flat--rail-track,
Toronto,North America,2016-2017,-79.3832,43.6532,2504988282980998,2017-04-26,False,,,543,29,430,5,107,1,0,True,2021-05-22,2024-05-17,0,True,void--unlabeled;object--wire-group;construction--flat--road;construction--structure--building;void--static;construction--barrier--curb;object--vehicle--car;human--person--individual,
Toronto,North America,2016-2017,-79.3832,43.6532,319960682812610,2017-08-31,False,,,229,24,171,0,58,0,0,True,2021-05-22,2024-05-17,0,True,void--unlabeled;construction--structure--building;nature--vegetation;object--support--pole;construction--flat--road;object--sign--store;object--wire-group;object--support--utility-pole,
Toronto,North America,2018,-79.3832,43.6532,277201887371424,2018-07-29,False,,,347,20,298,1,48,0,0,True,2024-05-16,2024-05-16,0,True,void--unlabeled;construction--structure--building;void--static;human--person--individual;object--support--pole;object--vehicle--car;construction--flat--sidewalk;nature--vegetation,
Toronto,North America,2018,-79.3832,43.6532,1367707366925639,2018-05-21,False,,,564,28,455,4,105,0,0,True,2021-05-22,2024-05-16,0,True,void--unlabeled;construction--structure--building;nature--vegetation;object--street-light;object--support--pole;object--wire-group;construction--flat--sidewalk;object--traffic-sign--front,
Toronto,North America,2018,-79.3832,43.6532,498655154616527,2018-09-02,False,,,542,32,449,13,80,0,0,True,2024-05-19,2024-05-19,0,True,void--unlabeled;construction--structure--building;object--wire-group;nature--sky;construction--flat--road;construction--barrier--curb;nature--vegetation;construction--barrier--wall,
Toronto,North America,2019,-79.3832,43.6532,858435291415884,2019-12-23,False,,,478,34,374,18,85,1,0,True,2021-05-22,2024-05-18,0,True,void--unlabeled;construction--structure--building;construction--structure--bridge;nature--vegetation;object--support--pole;object--wire-group;construction--flat--road;marking--continuous--solid,
Toronto,North America,2019,-79.3832,43.6532,923414521825567,2019-10-21,False,,,457,35,377,13,66,1,0,True,2021-05-22,2024-05-19,0,True,void--unlabeled;construction--structure--building;void--static;nature--vegetation;construction--flat--sidewalk;object--support--pole;construction--flat--road;construction--barrier--curb,
Toronto,North America,2019,-79.3832,43.6532,997511777723564,2019-11-07,False,,,270,25,216,0,54,0,0,True,2021-06-01,2024-05-20,0,True,void--unlabeled;construction--structure--building;object--support--pole;construction--barrier--wall;nature--vegetation;object--street-light;void--ego-vehicle;object--vehicle--car,
Toronto,North America,2020,-79.3832,43.6532,159941019322551,2020-01-23,False,,,458,26,351,5,102,0,0,True,2021-05-22,2024-05-18,0,True,void--unlabeled;construction--structure--building;object--wire-group;construction--flat--road;object--street-light;nature--sky;void--static;construction--flat--sidewalk,
Toronto,North America,2020,-79.3832,43.6532,2817119065266192,2020-01-22,False,,,540,33,441,4,94,1,0,True,2021-05-22,2024-05-18,0,True,void--unlabeled;construction--structure--building;object--wire-group;nature--sky;void--static;construction--flat--sidewalk;construction--flat--road;object--support--utility-pole,
Toronto,North America,2020,-79.3832,43.6532,528715041869414,2020-06-07,False,,,642,35,505,3,134,0,0,True,2021-05-22,2024-05-18,0,True,void--unlabeled;construction--structure--building;object--wire-group;void--static;construction--flat--road;object--support--pole;construction--flat--sidewalk;object--street-light,
Toronto,North America,2021,-79.3832,43.6532,474733260276812,2021-01-08,False,,,93,12,86,0,7,0,0,True,2024-05-18,2024-05-18,0,,void--unlabeled;construction--flat--road;construction--barrier--fence;void--static;construction--structure--building;object--street-light;construction--barrier--concrete-block;construction--structure--tunnel,
Toronto,North America,2021,-79.3832,43.6532,461670974929518,2021-01-08,False,,,91,13,85,0,6,0,0,True,2024-05-18,2024-05-18,0,,void--unlabeled;construction--structure--bridge;construction--structure--tunnel;construction--structure--building;void--static;object--street-light;construction--flat--sidewalk;construction--flat--road,
Toronto,North America,2021,-79.3832,43.6532,856036608625890,2021-01-08,False,,,286,15,263,0,23,0,0,True,2024-05-18,2024-05-18,0,True,void--unlabeled;construction--structure--bridge;construction--structure--tunnel;void--static;construction--structure--building;construction--flat--road;construction--barrier--curb;object--street-light,
Toronto,North America,2022,-79.3832,43.6532,995168728106680,2022-12-02,False,,,319,23,301,0,18,0,0,True,2022-12-03,2022-12-03,0,True,void--unlabeled;void--static;construction--structure--building;construction--barrier--curb;construction--flat--sidewalk;construction--barrier--fence;construction--barrier--temporary;object--support--pole,
Toronto,North America,2022,-79.3832,43.6532,1313988582688879,2022-11-27,False,,,229,26,183,4,42,0,0,True,2022-11-28,2022-11-28,0,True,void--unlabeled;void--static;construction--flat--road;object--wire-group;void--ground;construction--structure--building;construction--flat--pedestrian-area;nature--sky,
Toronto,North America,2022,-79.3832,43.6532,1245342912691666,2022-12-02,False,,,358,27,301,11,46,0,0,True,2022-12-03,2022-12-03,0,True,void--unlabeled;construction--structure--building;construction--barrier--wall;construction--flat--parking;void--dynamic;void--static;object--wire-group;object--vehicle--car,
Toronto,North America,2023,-79.3832,43.6532,237967498731697,2023-08-27,False,,,154,13,147,0,7,0,0,True,2023-08-29,2023-08-29,0,,void--unlabeled;construction--structure--building;construction--flat--road;void--static;construction--flat--sidewalk;construction--flat--pedestrian-area;void--ground;nature--vegetation,
Toronto,North America,2023,-79.3832,43.6532,1034431137982565,2023-08-27,False,,,453,30,355,22,75,1,0,True,2023-08-29,2023-08-29,0,True,void--unlabeled;construction--structure--building;nature--vegetation;construction--flat--sidewalk;marking--continuous--dashed;object--support--pole;human--person--individual;object--street-light,
Toronto,North America,2023,-79.3832,43.6532,608949728102595,2023-08-27,False,,,405,34,328,10,66,1,0,True,2023-08-29,2023-08-29,0,True,void--unlabeled;construction--structure--building;construction--flat--sidewalk;nature--vegetation;construction--barrier--wall;object--street-light;object--support--pole;object--traffic-sign--front,
Toronto,North America,2025,-79.3832,43.6532,4261806357427743,2025-09-27,True,,,479,24,409,1,69,0,0,True,2025-09-27,2025-09-27,0,True,void--unlabeled;nature--vegetation;construction--structure--building;object--support--pole;construction--barrier--fence;construction--flat--sidewalk;construction--barrier--curb;human--person--individual,
Toronto,North America,2025,-79.3832,43.6532,1306805390319700,2025-09-20,True,,,381,24,296,17,67,1,0,True,2025-09-20,2025-09-20,0,True,void--unlabeled;human--person--individual;construction--flat--road;object--vehicle--car;marking--continuous--dashed;object--support--pole;construction--structure--building;construction--flat--sidewalk,
Toronto,North America,2025,-79.3832,43.6532,1174379191565168,2025-10-19,False,,,360,22,307,2,50,1,0,True,2025-11-11,2025-11-11,0,True,void--unlabeled;construction--structure--building;nature--vegetation;nature--sky;construction--structure--bridge;object--support--pole;object--street-light;construction--barrier--fence,
Toronto,North America,2026,-79.3832,43.6532,1022576540443563,2026-05-02,False,,,31,5,30,0,1,0,0,True,2026-05-02,2026-05-02,0,,construction--flat--road;void--unlabeled;construction--barrier--fence;construction--structure--building;object--sign--store,
London,Europe,2014-2015,-0.1276,51.5072,1328164027567200,2015-07-21,False,,,195,14,176,2,17,0,0,True,2023-10-12,2023-10-12,0,True,void--unlabeled;void--static;construction--structure--building;construction--structure--bridge;nature--sky;nature--water;nature--vegetation;object--support--pole,
London,Europe,2014-2015,-0.1276,51.5072,501674590850973,2015-04-04,False,,,2,2,0,0,2,0,0,False,2021-05-22,2021-05-22,0,,object--street-light;object--traffic-light--general-upright,
London,Europe,2014-2015,-0.1276,51.5072,375258923736788,2015-04-06,False,,,535,26,392,51,92,0,0,True,2021-05-22,2023-10-13,0,True,void--unlabeled;object--support--pole;marking--continuous--dashed;construction--structure--building;construction--barrier--fence;construction--flat--road;nature--vegetation;human--person--individual,
London,Europe,2016-2017,-0.1276,51.5072,827883571147113,2016-06-08,False,,,226,20,213,0,13,0,0,True,2023-10-13,2023-10-13,0,,void--unlabeled;construction--structure--tunnel;construction--structure--building;construction--barrier--fence;construction--barrier--wall;construction--barrier--concrete-block;construction--flat--road;void--static,
London,Europe,2016-2017,-0.1276,51.5072,859430661305201,2016-07-06,False,,,250,24,164,47,39,0,0,True,2021-05-22,2023-10-13,0,True,void--unlabeled;marking--continuous--dashed;object--support--pole;construction--flat--road;construction--barrier--wall;void--static;construction--barrier--fence;marking--continuous--solid,
London,Europe,2016-2017,-0.1276,51.5072,1270387766757374,2016-07-12,False,,,342,20,316,1,25,0,0,True,2021-05-22,2023-10-13,0,,void--unlabeled;void--static;construction--barrier--wall;construction--structure--building;construction--flat--sidewalk;construction--barrier--fence;void--dynamic;construction--flat--pedestrian-area,
London,Europe,2018,-0.1276,51.5072,175566164461415,2018-03-31,False,,,0,0,0,0,0,0,0,False,,,0,,,
London,Europe,2018,-0.1276,51.5072,1248090498941830,2018-05-09,False,,,607,19,550,0,57,0,0,True,2023-10-13,2023-10-13,0,True,void--unlabeled;void--static;construction--flat--road;construction--flat--pedestrian-area;construction--flat--sidewalk;construction--structure--building;construction--barrier--wall;void--dynamic,
London,Europe,2018,-0.1276,51.5072,288988259444074,2018-03-31,False,,,380,23,332,1,47,0,0,True,2021-05-22,2023-10-12,0,True,void--unlabeled;construction--structure--building;object--support--pole;construction--flat--road;nature--vegetation;void--dynamic;construction--flat--sidewalk;construction--barrier--curb,
London,Europe,2019,-0.1276,51.5072,881128649144511,2019-09-23,False,,,432,25,358,27,46,1,0,True,2021-05-22,2023-10-14,0,True,void--unlabeled;construction--flat--sidewalk;void--static;construction--barrier--curb;construction--flat--road;construction--structure--building;object--street-light;marking--continuous--solid,
London,Europe,2019,-0.1276,51.5072,324624585808275,2019-01-04,True,,,443,23,393,2,48,0,0,True,2023-10-14,2023-10-14,0,True,void--unlabeled;construction--barrier--wall;construction--structure--building;void--static;nature--vegetation;construction--flat--sidewalk;human--person--individual;construction--flat--road,
London,Europe,2019,-0.1276,51.5072,319414916318936,2019-09-26,False,,,316,14,315,0,1,0,0,True,2023-10-13,2023-10-13,0,True,void--unlabeled;void--ego-vehicle;void--static;construction--structure--building;construction--structure--tunnel;construction--structure--bridge;construction--barrier--fence;construction--barrier--road-side,
London,Europe,2020,-0.1276,51.5072,903069560240852,2020-06-20,False,,,492,22,336,123,33,0,0,True,2023-10-14,2023-10-14,0,True,void--unlabeled;marking--continuous--dashed;marking--continuous--solid;construction--flat--road;construction--flat--sidewalk;construction--structure--building;nature--vegetation;construction--barrier--curb,
London,Europe,2020,-0.1276,51.5072,807012573527407,2020-06-20,False,,,680,32,578,35,66,1,0,True,2021-05-22,2023-10-14,0,True,void--unlabeled;void--static;construction--flat--road;construction--structure--building;construction--barrier--curb;construction--flat--sidewalk;object--support--pole;marking--continuous--solid,
London,Europe,2020,-0.1276,51.5072,2168985313232264,2020-06-20,False,,,503,19,454,3,46,0,0,True,2023-10-13,2023-10-13,0,True,void--unlabeled;void--static;construction--structure--building;construction--flat--sidewalk;human--person--individual;void--dynamic;construction--barrier--wall;nature--vegetation,
London,Europe,2021,-0.1276,51.5072,846402405961696,2021-05-02,False,,,305,21,264,1,40,0,0,True,2023-10-14,2023-10-14,0,True,void--unlabeled;void--static;construction--barrier--wall;nature--vegetation;object--support--pole;construction--structure--building;construction--flat--sidewalk;human--person--individual,
London,Europe,2021,-0.1276,51.5072,585492449099411,2021-06-15,True,,,237,26,189,14,34,0,0,True,2021-06-17,2021-06-17,0,True,void--unlabeled;construction--barrier--fence;construction--structure--building;marking--continuous--solid;construction--flat--road;construction--barrier--curb;construction--flat--sidewalk;nature--vegetation,
London,Europe,2021,-0.1276,51.5072,172298768153517,2021-03-31,False,,,585,31,492,14,77,2,0,True,2023-10-14,2023-10-14,0,True,void--unlabeled;construction--structure--building;void--static;construction--flat--road;construction--flat--sidewalk;nature--vegetation;object--support--pole;construction--flat--pedestrian-area,
London,Europe,2022,-0.1276,51.5072,116887654512659,2022-07-28,False,,,741,34,631,12,98,0,0,True,2023-02-10,2023-02-10,0,True,void--unlabeled;construction--flat--road;void--static;construction--structure--building;construction--flat--sidewalk;construction--barrier--curb;nature--vegetation;human--person--individual,
London,Europe,2022,-0.1276,51.5072,1032876080690867,2022-07-05,False,,,476,27,404,9,63,0,0,True,2022-07-07,2022-07-07,0,True,void--unlabeled;construction--structure--building;object--support--pole;nature--vegetation;construction--flat--road;construction--flat--sidewalk;human--person--individual;object--street-light,
London,Europe,2022,-0.1276,51.5072,378318094348614,2022-07-26,False,,,780,35,580,111,88,1,0,True,2022-07-29,2022-07-29,0,True,void--unlabeled;construction--flat--road;marking--continuous--solid;marking--continuous--dashed;construction--barrier--curb;construction--structure--building;object--support--pole;nature--vegetation,
London,Europe,2023,-0.1276,51.5072,970408097495260,2023-06-30,False,,,529,24,476,0,53,0,0,True,2023-07-01,2023-07-01,0,True,void--unlabeled;construction--flat--pedestrian-area;construction--structure--building;construction--barrier--fence;construction--barrier--wall;void--static;construction--structure--bridge;human--person--individual,
London,Europe,2023,-0.1276,51.5072,703115184754334,2023-01-01,False,,,345,23,319,2,24,0,0,True,2023-01-02,2023-01-02,0,True,void--unlabeled;construction--flat--sidewalk;construction--flat--road;construction--structure--building;void--dynamic;construction--barrier--curb;human--person--individual;construction--structure--bridge,
London,Europe,2023,-0.1276,51.5072,945300296547450,2023-06-30,False,,,223,17,203,1,19,0,0,True,2023-07-01,2023-07-01,0,,void--unlabeled;construction--flat--sidewalk;void--static;construction--structure--building;construction--barrier--curb;void--ground;human--person--individual;object--support--pole,
London,Europe,2024,-0.1276,51.5072,1117557062786856,2024-05-11,False,,,582,29,484,0,97,1,0,True,2024-05-15,2024-05-15,0,True,void--unlabeled;construction--structure--building;human--person--individual;object--support--pole;object--street-light;construction--barrier--curb;nature--sky;nature--vegetation,
London,Europe,2024,-0.1276,51.5072,706272764961566,2024-01-24,True,,,371,18,318,0,53,0,0,True,2024-01-29,2024-01-29,0,True,void--unlabeled;construction--flat--pedestrian-area;human--person--individual;construction--barrier--curb;void--dynamic;void--static;object--sign--store;construction--structure--building,
London,Europe,2024,-0.1276,51.5072,762859292028538,2024-01-24,True,,,438,25,394,0,44,0,0,True,2024-01-29,2024-01-29,0,True,void--unlabeled;void--static;nature--vegetation;construction--flat--sidewalk;construction--structure--building;construction--barrier--wall;construction--structure--bridge;nature--sky,
London,Europe,2025,-0.1276,51.5072,600645732666180,2025-07-02,True,,,455,29,350,22,83,0,0,True,2025-07-03,2025-07-03,0,True,void--unlabeled;human--person--individual;construction--flat--sidewalk;construction--flat--road;construction--barrier--curb;marking--continuous--solid;construction--structure--building;void--dynamic,
London,Europe,2025,-0.1276,51.5072,1009936538108477,2025-10-31,False,,,314,21,271,23,20,0,0,True,2026-06-23,2026-06-23,0,True,void--unlabeled;construction--flat--road;void--static;construction--structure--building;marking--continuous--solid;construction--barrier--curb;nature--vegetation;nature--sky,
London,Europe,2025,-0.1276,51.5072,661016926986038,2025-07-02,True,,,317,22,251,5,60,1,0,True,2025-07-03,2025-07-03,0,True,void--unlabeled;construction--structure--building;human--person--individual;object--support--pole;construction--flat--road;object--vehicle--car;construction--barrier--curb;construction--flat--sidewalk,
London,Europe,2026,-0.1276,51.5072,1665337797825651,2026-04-05,False,,,403,30,330,43,30,0,0,True,2026-04-09,2026-04-09,0,True,void--unlabeled;construction--structure--building;marking--continuous--dashed;void--static;construction--barrier--wall;construction--flat--sidewalk;nature--sky;construction--flat--road,
London,Europe,2026,-0.1276,51.5072,1797685907923278,2026-09-12,False,,,328,22,295,0,32,1,0,True,2026-09-17,2026-09-17,0,True,void--unlabeled;construction--structure--building;construction--barrier--wall;construction--flat--sidewalk;construction--barrier--curb;construction--barrier--fence;construction--flat--road;nature--vegetation,
London,Europe,2026,-0.1276,51.5072,1003474672117608,2026-05-20,False,,,269,23,218,21,30,0,0,True,2026-05-21,2026-05-21,0,True,void--unlabeled;void--static;marking--continuous--solid;construction--structure--building;construction--barrier--curb;construction--flat--road;object--support--pole;object--manhole,
Paris,Europe,2014-2015,2.3522,48.8566,1692751577578785,2015-07-13,False,,,0,0,0,0,0,0,0,False,,,0,,,
Paris,Europe,2014-2015,2.3522,48.8566,496064675079189,2015-09-19,False,,,0,0,0,0,0,0,0,False,,,0,,,
Paris,Europe,2014-2015,2.3522,48.8566,1374587849579618,2015-07-13,False,,,0,0,0,0,0,0,0,False,,,0,,,
Paris,Europe,2016-2017,2.3522,48.8566,889765974914258,2017-10-17,False,,,12,8,0,0,7,5,0,False,2021-05-19,2021-05-22,0,,object--sign--store;warning--road-narrows--g1;regulatory--buses-only--g1;regulatory--maximum-speed-limit-30--g1;regulatory--no-left-turn--g1;regulatory--no-stopping--g1;object--bike-rack;object--street-light,
Paris,Europe,2016-2017,2.3522,48.8566,481434856542731,2016-03-15,False,,,7,4,0,0,5,2,0,False,2021-05-19,2021-05-23,0,,object--traffic-light--general-upright;object--sign--store;regulatory--bicycles-only--g1;regulatory--no-entry--g1,
Paris,Europe,2016-2017,2.3522,48.8566,147106250706921,2016-01-14,False,,,0,0,0,0,0,0,0,False,,,0,,,
